771,389,2300
309,204,6400
1382,573,46099
152,1903,13600
1511,966,8555
948,417,3300
304,1908,12154
1530,2301,23736
1674,836,22060
1074,1936,5810
267,1459,22067
564,1473,25609
269,304,17477
1779,1799,20236
776,1086,27100
321,1066,13185
118,852,12043
1777,1204,33600
856,1833,1000
1333,1200,500
948,2340,19653
1658,196,11900
128,1727,16646
1802,2171,42008
1093,761,6800
776,685,20200
1479,1616,16400
1898,1470,8588
146,1422,9542
762,1148,12138
781,1386,9246
226,939,1900
743,2048,700
1281,705,3000
666,141,500
1782,1670,100
1712,1961,16300
1261,1384,3200
1936,1824,9800
879,1019,29841
1024,1035,39300
1211,111,37304
1430,347,12200
372,2280,12800
1261,1317,45670
2021,1253,10700
128,1101,5900
879,601,1500
1713,2223,1100
124,1747,33882
1757,2059,200
550,2048,400
341,38,6900
489,1815,1300
1261,1926,23700
1696,1545,42472
1898,40,7100
1211,1778,35947
384,1551,11000
354,209,800
758,790,7520
1738,1147,33772
1847,390,400
674,1493,2100
912,1785,28968
1732,798,6900
1891,202,5400
145,2119,13900
1486,1211,1800
1393,560,900
1391,1230,13200
357,774,91
384,689,118
986,898,162
980,1498,45
1706,1287,179
329,770,99
1712,1602,252
1782,250,59
1696,1386,42
498,1856,66
1490,1176,78
152,974,167
255,1452,26
634,45,164
1255,1408,58
1268,888,45
204,509,67
198,993,147
762,550,119
771,1942,141
1530,1516,157
1261,1337,43700
1641,2213,122
1045,214,45
825,1180,107
98,979,7900
138,1767,155
415,1461,147
658,2247,14
1631,2202,14
1025,691,205
52,2057,28
1845,1879,26
1573,569,61
1856,1969,101
1110,2299,108
1381,1999,24008
1704,883,900
566,1999,21000
1125,2113,15900
417,684,40000
198,1994,500
1599,2303,12800
917,2041,9574
329,1497,4800
1777,2239,13554
658,792,956
893,1689,14609
198,1618,1591
1237,1684,800
1490,2037,21736
166,552,12817
170,2106,16800
355,408,17914
255,814,23625
1573,1173,17565
569,1189,4300
1631,196,12297
362,2241,31348
173,283,13110
468,1582,3839
781,1869,11700
1306,287,14200
693,2083,900
341,4,18500
365,581,34483
1093,1792,10584
152,1360,22400
87,1918,49590
968,1909,14264
1443,635,4065
715,1376,17980
941,1908,19022
329,2252,11587
948,122,12200
693,1862,8412
1713,82,22065
634,1186,24863
583,926,7611
781,1758,7663
297,2183,300
1074,2179,5810
1426,1131,24033
973,556,21432
674,2158,7429
1486,604,21971
1449,1081,14233
946,403,14319
1835,566,25142
901,881,25920
1845,990,7500
2002,2027,42244
724,1269,11300
1418,1259,9400
226,94,1900
1777,961,24200
859,1518,400
550,1485,9222
1658,1839,27800
1072,1021,6959
1518,509,12245
1751,2129,32600
1684,782,573
1673,1351,30800
1391,731,15447
289,707,24009
929,1368,41952
1080,730,18146
1684,2176,12595
1024,1235,11409
1599,589,3725
1261,711,23997
743,1928,4000
324,1339,300
1223,1661,500
587,2055,500
1962,1645,9900
1782,2167,23200
776,108,35581
1333,1693,900
1330,978,12700
1124,1409,1100
1936,1266,9600
42,610,35100
433,1427,500
1143,976,10900
1932,1773,400
188,1669,17100
723,445,34000
1674,1573,34200
509,1726,7000
975,2248,600
1110,1250,6700
1658,1069,11400
1661,682,24537
1142,1223,1000
1757,198,200
684,1321,1000
1261,505,34624
1124,1196,4300
1898,1961,12300
267,269,20200
1211,1842,12200
1802,1752,46889
1706,165,29400
1426,1940,13100
758,1736,17894
2011,2288,37064
652,1433,1000
658,962,5700
566,203,19356
377,992,12000
1054,1990,22275
746,677,21500
82,641,13100
5,104,1100
1345,251,6400
2023,1488,600
1779,853,17600
1847,904,10900
1802,940,5916
1903,613,48453
324,2058,23132
145,539,16100
1712,2192,20832
1997,454,1000
1418,1952,59000
1391,572,12200
372,1646,174
365,102,193
362,1827,205
700,1269,104
977,1615,164
1732,1577,86
564,1883,193
566,1439,100
342,501,14
324,148,24
325,410,195
1835,748,50
1738,192,306
502,551,239
509,799,109
510,1089,75
198,2175,100
1418,1143,302
1481,394,181
152,1485,180
254,1817,184
269,1606,231
1391,1461,134
1381,425,193
1684,1190,14
1131,1262,146
615,768,50
948,979,199
1261,1759,367
1835,1655,47
205,930,52
234,1356,89
771,734,287
782,1630,146
1345,1431,84
1530,1471,171
1333,705,117
1527,2100,170
1261,1909,14
1539,172,14
468,458,14
825,1704,131
814,304,65
806,2099,31
816,2020,136
1777,1842,19403
884,1997,14
417,1558,277
746,1539,186
1306,1762,226
289,129,182
658,2020,14
98,2169,266
911,882,212
1661,2148,39
1674,2233,308
1782,345,122
468,2047,135
1025,662,347
1599,2100,212
1549,1323,198
1989,2062,32
1074,1200,116
1096,568,34
1080,2208,186
1069,161,28
173,1992,7100
1539,1195,21400
968,1170,13300
1696,540,31779
1856,1843,23500
1704,1804,3100
615,1811,1100
502,1168,19500
1802,221,51800
198,631,10300
1319,1112,16658
1981,231,5000
192,455,11700
393,1194,46304
329,1143,4300
1777,10,16149
776,2023,55500
1512,1546,12100
377,19,24500
1237,446,3600
433,824,22809
723,629,9541
1606,1585,300
1782,1362,17800
1145,135,1000
626,1747,115
1932,1739,47472
2019,732,11427
893,2013,21913
826,168,39000
198,1387,1591
438,298,1300
1490,1604,22400
161,770,33081
162,1092,21700
993,1089,12000
525,2242,27448
600,905,22959
1319,2015,10900
968,142,2300
1138,1687,10500
1430,1792,31425
192,2092,19178
1608,1763,19000
1573,2,26347
700,1558,15399
1732,72,18552
781,1878,10900
1589,644,800
517,223,21430
1981,19,27990
442,12,700
1549,996,41499
1684,467,17800
1841,320,56152
911,105,11840
468,555,10161
152,593,24700
1125,61,33678
346,2198,25390
1888,965,14800
323,2033,46500
323,454,3122
372,1277,29619
418,455,10400
1997,1011,32823
666,984,26856
1549,644,1800
1917,2058,44590
203,850,24100
166,273,3600
152,408,24900
658,883,3419
357,708,192
743,955,18660
1434,1455,23362
507,1358,34768
587,195,36559
188,793,51700
977,201,18022
715,683,26970
490,1911,4100
161,178,22000
941,768,28533
993,1167,26378
415,1278,6260
752,539,24864
93,1244,51614
1125,1453,5596
1662,1372,19080
325,806,38
2019,512,506
693,131,12618
234,971,11451
1668,1005,22404
470,1607,28558
224,552,34002
1143,891,34734
1333,554,2000
354,1291,21062
1074,1198,8715
1712,1531,4214
715,1154,18600
1751,1765,9082
1093,1597,1348
1542,186,700
269,1010,26216
1631,2324,800
901,1507,38880
54,1949,32288
988,952,22894
2002,1484,30000
1674,1737,1017
1673,243,10700
1024,1570,733
1024,1425,6892
1330,1571,30304
1072,1597,10438
2019,643,3700
196,954,2660
536,1800,200
166,255,1769
911,2180,599
87,2062,25200
771,1988,31748
357,2313,148
762,1551,18207
184,1871,1100
1917,513,6208
1926,37,43947
1926,448,31000
634,1822,6400
1696,811,15900
1696,1955,17652
324,1081,9000
1223,1713,8900
814,1207,33400
1989,1769,3500
200,25,1100
1782,1008,34100
1333,2129,1600
1699,2023,800
1883,1412,800
1071,755,600
52,289,7100
1712,914,15800
2007,1004,11900
166,1553,14100
1926,666,61100
1261,1474,29700
42,1795,19200
940,1747,400
1962,498,11520
762,22,19360
490,2037,8061
1631,819,13836
2021,566,35840
975,1502,4200
977,2328,19600
988,773,17700
1917,2050,46443
336,2165,900
968,402,2500
1644,1887,200
1142,30,2800
1383,1905,6700
1841,497,40000
608,1155,25400
226,1417,19100
1641,698,39500
801,1049,23813
652,54,3700
1125,374,19500
384,243,28600
510,616,6600
342,741,600
1757,758,47400
1903,343,31900
5,2085,13500
1345,944,9500
138,596,21440
800,1329,24600
1898,1400,51700
1712,1305,9272
269,463,1800
1732,2348,8900
145,499,25800
1880,1095,900
827,400,24400
1418,1468,2044
98,381,13200
365,585,194
355,1350,163
354,260,88
684,2312,22
675,1341,149
993,1822,249
973,727,178
975,950,30
988,846,189
986,620,259
563,778,26
569,1669,192
321,951,119
1696,2141,2
1777,1826,150
1835,776,143
1948,561,137
1946,285,272
1897,22,153
517,98,42
525,389,34
499,634,141
377,429,313
1398,681,67
1430,2047,174
1418,1659,313
1486,2234,149
1490,188,188
1479,531,199
988,2049,14
124,2184,143
758,606,214
267,2179,177
1381,971,306
1393,1222,76
1917,2065,14
723,1721,100
1142,1265,22
1190,67,60
1563,1920,221
583,1787,89
417,610,30
1418,668,14
1268,1475,138
1608,781,377
1856,1382,256
1345,1875,115
1093,728,14
700,2002,9200
550,565,76
800,2318,128
226,961,14
1946,1106,14
1124,1809,92
806,908,121
1777,1350,14
146,28,135
129,863,70
417,1391,222
418,1324,155
746,1850,240
309,1695,168
304,1618,151
98,1538,211
1512,2146,14
1631,1392,14
856,1059,101
362,340,14
913,1211,107
950,264,14
1631,261,94
173,534,219
196,29,184
442,1692,89
1738,1943,14
1891,461,14
1891,776,22851
38,1611,94
1082,2232,14
1599,1594,266
2021,1369,14
2019,1050,14
2021,54,4560
2002,2194,254
2007,540,120
2021,1345,136
1107,1721,128
1097,1688,13
1074,749,134
1443,1735,7700
762,1663,14
1210,1826,17829
1672,1483,11400
1712,329,8400
1704,645,3400
209,2255,2900
1511,1295,4500
1743,2030,3014
129,353,1300
849,1490,1000
1502,1048,7700
1599,468,29500
1777,571,26709
87,243,4200
1072,1119,5200
1641,2100,43400
87,1693,1500
903,1633,6797
1872,692,14918
675,864,11538
170,1698,13100
1000,2303,600
791,1628,200
1606,568,4700
280,1858,23347
87,537,13841
651,1721,24999
1145,281,5100
658,934,956
1069,1725,17385
1589,770,9924
246,1366,19600
826,822,43493
879,361,27498
566,903,9400
418,627,11970
988,959,2348
1906,634,800
162,2295,23500
946,551,3100
1828,1937,4900
600,1499,15306
82,435,21718
297,1007,5459
1512,420,14626
929,103,5774
879,484,9612
1802,1762,4109
1547,2329,22119
204,1095,5404
801,446,40954
1502,852,14097
411,1930,7538
1599,2287,16051
1828,1780,29100
771,1793,37598
558,110,27343
559,71,17288
362,1853,31348
1064,1173,19600
1888,2195,7936
1883,968,18942
1306,482,1920
1212,1945,200
693,847,300
198,2161,7421
490,567,4545
723,614,5000
1563,446,46096
941,1481,21700
1841,2039,37435
863,1067,5200
1674,808,8110
1724,2101,500
1125,345,22452
346,1718,16927
289,2061,660
1345,37,12951
1662,1229,4200
1074,454,4600
2021,977,18347
1383,1622,8901
1382,881,62000
666,1468,17904
442,505,19090
1677,1013,16002
393,2133,33500
946,506,4600
1093,2026,868
1539,1844,5932
968,705,14264
1652,514,15487
1479,1319,713
1511,471,8555
357,1754,192
948,554,19800
325,428,400
507,1487,23179
2019,417,2607
1443,1999,17366
132,265,18372
1017,2160,45130
587,1830,24373
372,668,8127
715,907,17980
1917,835,4146
161,862,21800
170,2166,8499
941,1637,19022
993,913,17585
415,1253,6260
1606,1972,18910
1957,221,3700
289,2030,280
129,351,15708
42,193,644
693,41,8412
1713,1320,22065
304,882,2100
1530,1155,23736
1619,1964,44225
209,1261,28555
1921,2127,21400
634,2113,24863
389,852,1000
912,585,2100
911,1317,1390
1782,480,2700
114,1491,700
324,704,6087
254,434,7591
1842,1531,15200
138,704,7875
762,811,8092
890,438,3720
973,848,21432
980,903,35929
1563,1569,38900
913,746,8063
1673,24,5200
1093,1720,699
468,431,508
856,28,6100
1349,1005,986
520,152,700
118,1996,12043
124,1166,14147
1712,365,12449
806,1734,20782
1430,843,4407
1770,480,11300
1917,251,11904
1024,447,6892
1131,734,8024
502,1634,24419
782,308,21431
509,2016,17278
1880,1160,21804
1222,2002,18467
196,1307,254
2002,179,14900
1207,1023,5900
724,328,20567
1684,1606,573
1500,1087,1000
276,737,20374
1190,726,24439
658,1286,38412
289,1709,24009
499,1188,3400
566,779,14234
1619,1035,54900
1619,796,18549
1097,1674,26271
165,1530,600
929,2066,20400
1261,1887,27400
771,2124,8100
321,1614,11800
499,834,1000
42,2236,31200
198,1853,39870
1097,939,18000
682,1841,4300
1093,961,1800
968,2034,2700
1124,710,1100
1349,1302,14000
1430,1957,21600
78,596,17000
2021,970,1900
758,2067,4800
1549,1372,3000
1096,942,61000
1668,238,5500
653,666,16600
1692,160,500
1738,405,34272
1738,1382,52200
336,45,4600
8,427,11400
1119,1896,13400
362,1546,19169
1214,2202,300
1802,1331,24314
304,278,3900
525,1968,11300
1124,1864,1600
550,1153,6800
255,856,25600
563,44,5000
489,2307,21800
801,1632,25406
276,999,20500
781,435,21716
1653,305,14900
1646,996,45292
1110,1727,2880
1211,1667,35400
1222,832,19400
54,1156,15300
490,983,33733
912,2046,44788
1776,350,6900
362,1127,10000
1891,1513,12751
246,736,2700
329,2192,3360
1025,34,45687
82,2279,17600
387,626,4080
816,2198,4800
1684,1685,6100
995,1894,8200
415,2149,18300
827,2135,19642
566,963,6700
998,379,300
1782,611,15808
1211,254,28663
1946,1208,11833
152,429,8400
94,2267,1000
1770,2201,24200
682,887,11500
912,1801,14401
817,1788,6500
1024,707,15300
1903,2204,9570
145,743,1700
359,326,136
879,514,14
879,1044,38524
685,1512,55
684,522,83
972,1127,188
226,1699,169
563,2294,111
1706,369,14
321,523,137
334,2125,288
1776,2264,155
1738,2004,221
1891,787,250
1872,1112,61
1782,512,259
1903,1790,349
1917,1046,304
1926,638,137
1898,1764,207
1946,172,298
509,1711,179
517,232,104
502,353,322
1608,1125,14
422,2070,190
499,1440,130
1418,1605,267
1481,2294,298
2001,445,30
2023,1803,123
1926,1027,194
269,2178,169
1393,2283,126
1481,322,26000
166,0,14
682,277,14
1684,1748,32048
941,1527,14
938,2217,400
946,207,14
993,1512,14
1563,1400,241
634,2054,232
941,1319,280
940,1392,45
1268,2095,178
1667,2213,78
1646,1309,198
746,1127,14
1888,1866,90
1834,305,16
1842,1891,147
200,1684,116
791,252,175
1673,754,14
1512,46,187
1320,2119,19600
1641,2042,396
566,1550,136
290,1956,30
806,367,171
826,2169,285
82,1745,14
968,2246,10700
138,948,88
411,653,26
723,346,125
1962,959,14
280,706,39
1652,1033,6500
0,2222,14
1125,870,14
82,632,231
78,2031,165
1631,877,14
859,1287,182
917,696,180
912,1210,132
1211,2289,280
1210,1566,70
1674,1573,134
1888,1963,120
1898,977,175
782,871,14
173,936,194
192,26,142
161,1840,186
1891,817,14
54,1826,130
18,747,74
1847,1986,178
1599,2202,213
323,18,30
254,1154,14
1074,2218,131
1071,2214,46
1110,708,113
1443,595,14
128,1864,14
1704,997,33600
1097,662,26434
801,1510,21000
1729,720,900
1808,1859,500
362,1230,18477
903,1622,5400
323,665,16900
417,1436,6900
188,1705,15328
1261,1512,49260
1777,2082,41700
1743,217,4400
203,1054,5849
801,1897,10300
801,2085,28400
1425,1256,1400
1512,1823,7800
1619,1401,19536
1619,1608,46962
1619,898,25000
170,1023,14500
800,862,11945
912,466,16968
791,1636,10400
752,1041,15500
1025,1002,12900
1320,1852,1200
1946,7,29100
1145,860,15200
1903,1136,23190
1000,897,5400
246,1255,15900
418,1824,6007
723,665,9541
801,1351,36300
415,2078,23330
1425,767,22798
1319,1086,1000
114,897,13201
150,1537,5500
1119,593,22360
1696,760,27616
346,13,5361
1082,26,825
325,2303,3844
825,2017,16
826,192,43493
1712,366,9505
38,240,9226
36,720,2400
1138,363,35400
418,1624,11970
198,1553,1591
1490,1457,21736
283,622,8100
1824,876,38818
1824,1486,9500
82,478,21718
357,481,4550
1173,574,11922
1080,850,16900
685,11,15308
1012,1449,5011
825,671,11584
1169,1796,900
52,2234,7665
1430,1874,20950
977,17,3400
715,752,6741
203,370,8728
209,670,17630
863,1729,8000
331,708,21038
885,1065,22183
269,1146,1197
152,2110,6400
651,1449,5429
583,1449,3000
1646,1359,36600
0,1468,2900
765,2040,10900
1004,1234,19968
1064,1168,24047
1658,462,3700
1888,514,2100
517,248,14287
1448,192,3189
145,1555,1941
568,559,18950
418,1056,10500
198,626,7421
438,1775,23381
798,155,200
1674,524,8110
1674,1179,2070
765,652,14633
379,651,2300
1345,26,12951
325,1742,504
261,1499,10533
825,311,6545
816,460,26950
816,1190,19700
442,246,19090
166,1328,3600
1677,1519,16002
746,1995,1052
1093,313,868
1324,2289,42731
269,1476,2141
658,760,3419
1479,2326,8279
498,2030,1
743,1566,12440
2019,1294,2607
1443,156,4065
890,569,5936
801,2022,42246
329,609,11587
746,1074,23524
1089,1709,47983
1025,828,24100
1406,76,20334
152,1711,3900
1897,1623,22845
1903,554,29799
1082,474,5465
1936,101,7604
1180,400,1000
1219,2219,5000
1723,441,49341
564,783,13204
304,315,12154
234,667,7634
988,124,4320
2007,2229,1300
1679,2028,25369
1418,1131,30900
82,1306,9454
781,1379,7663
354,940,14041
324,698,6087
1214,437,12298
1706,1129,32594
564,1817,25609
1527,883,20281
972,1147,24266
973,852,21432
674,2097,7429
1751,2319,1500
1751,1418,17957
490,680,157
173,637,8740
1926,1825,45084
1022,14,7039
1093,2180,8100
1093,1978,1348
468,1799,508
98,481,27754
93,2349,33800
321,358,13185
384,1645,25317
387,1514,4736
1349,1887,15787
1343,524,14631
54,1272,21525
563,777,14943
196,866,16392
205,690,23100
1207,2185,1000
1921,706,6600
682,2143,6994
1562,1841,18729
791,135,19826
1598,473,24248
1024,1058,733
387,1953,2280
1898,997,2735
502,916,24419
574,304,14680
510,1092,4560
128,174,16646
1802,1602,45441
1164,1528,42418
1225,1218,21936
1222,2091,18467
192,1679,11126
489,1644,22335
439,596,15080
1631,1395,13593
357,1668,148
1658,1021,44749
1842,662,21959
1333,2128,800
1173,1329,6500
165,252,6200
1418,1649,32672
1261,915,38100
321,194,9800
1222,1233,2600
1131,503,14800
1696,2180,11334
499,2038,1000
1448,1074,2000
1486,2022,3400
226,855,1900
498,2149,1800
1932,420,29600
1802,1171,24822
1281,114,35784
1668,851,10900
1674,755,6800
1897,1817,3400
509,1930,15200
1917,2238,19043
393,660,6965
1828,1385,5300
280,133,12500
1110,394,5900
1644,955,8400
1743,1529,5300
1214,583,8000
1428,1470,18800
1383,2297,3120
1757,1263,11600
1840,1807,600
550,1839,5000
1841,1886,26400
890,1280,1600
608,769,21900
1527,2259,16900
0,2163,21286
1100,556,19600
1776,2330,2400
1646,1987,45771
557,1306,500
362,2020,6100
1110,339,1920
1712,890,8900
1711,1975,400
304,261,12449
800,2137,28008
82,79,18400
2023,1452,14700
995,798,1500
1779,566,1000
1366,1517,4300
674,1839,500
1679,872,22300
1450,706,800
1732,1718,9100
507,1359,24700
1880,342,12800
1997,1826,18800
1024,443,46977
827,276,10300
1393,2245,10600
1391,1010,1680
415,1898,700
817,49,1000
231,714,8000
269,697,11200
1946,2270,49200
1631,1240,13500
566,823,6800
1381,883,21764
973,1868,16900
938,2071,4700
1856,198,38400
379,946,135
372,87,178
825,978,14
879,39,14
680,777,104
675,696,115
685,171,137
980,2295,264
975,390,125
968,656,172
993,1038,195
1723,2316,63
1721,1060,32
156,864,89
231,1596,13
563,284,146
545,1318,37
1704,287,14
1712,1746,30
1706,1066,14
566,1849,1200
1428,2310,14
342,1461,127
325,263,159
341,2102,197
332,825,112
334,752,190
343,1102,103
346,1772,232
344,1910,38
372,411,14
304,1030,14
1381,1123,14
1712,621,219
1704,1184,262
1960,588,75
1926,949,74
1897,1545,333
1933,1353,46
522,49,79
498,2200,124
517,919,135
1530,81,14
977,228,14
675,2096,14
715,2120,14
1751,263,30
377,498,207
499,1538,150
1440,193,39
1434,1690,134
1428,349,208
1490,449,14
1486,1468,223
2011,1931,14
2003,1107,43
261,1461,175
255,2131,216
267,1312,219
1357,1083,52
1349,244,179
1375,1253,54
1917,1897,13451
209,1139,31000
1565,1828,14
1156,1787,93
1142,1797,111
1173,1806,43
1518,173,182
1539,1284,154
1505,2011,111
600,1373,154
626,1120,125
660,1257,31
940,9,128
1383,939,106
1525,2093,29
1667,1613,127
1883,839,73
1845,1565,111
209,2244,374
765,1460,84
782,258,199
1345,56,147
1512,1642,204
1527,1889,211
1268,2102,14
1024,1559,14
1320,1961,14
653,1050,190
1641,1317,158
825,2329,114
816,2295,477
801,2046,356
87,568,30
859,1430,14
615,1969,100
968,1561,14
150,794,73
776,754,30
411,1562,93
439,1429,29
419,900,85
738,338,188
1320,755,205
1324,218,215
1143,100,14
1333,1051,14
660,61,15100
771,616,7490
1124,1629,14
1391,1606,14
884,1630,147
498,534,14
502,1683,14
901,1869,30
903,1499,302
890,1429,103
903,1083,100
950,1329,14
1219,1151,126
1210,743,153
1212,2012,83
1668,1276,134
1589,1459,107
1808,717,26
1897,186,385
188,1468,278
173,1616,157
170,414,180
183,1597,11
169,861,27
192,2196,136
470,11,222
1017,353,259
1046,1111,51
1743,1486,30
18,1695,104
1592,1822,1600
1547,775,175
1599,767,178
261,2062,14
255,1208,14
2021,1287,7100
2021,369,82
1069,20,165
1841,215,14
146,428,14
685,1674,6500
1519,163,11200
343,1317,3100
417,1918,23500
849,2142,8900
723,1104,17400
1696,324,20208
502,2274,2100
1072,1771,1320
1072,1565,800
146,153,10200
1425,1211,10200
1024,2273,21470
1273,1182,12909
551,1331,3500
1897,2102,36800
254,1249,5000
1429,1771,31948
2003,1911,15788
960,350,41310
791,385,19000
1606,2064,12500
1829,1076,900
1903,1374,5375
1000,1201,3900
1408,73,3200
2021,2069,2600
1906,699,12300
1921,413,3800
993,1141,12800
468,1404,2700
884,291,8600
1394,762,1700
1738,1327,45556
522,2040,300
826,179,5538
36,1927,8500
1770,707,14581
374,1211,18278
418,1806,6007
813,2017,9410
1386,717,23426
1608,1457,10300
536,1095,20551
209,690,1043
165,1040,13777
162,892,5245
723,1889,9541
498,2042,7626
1839,356,40840
960,1078,48100
468,48,169
98,2304,152
0,1505,7266
18,591,19852
502,1275,1347
1359,215,9261
509,1818,8319
255,405,193
255,1117,341
569,1475,47735
198,1649,1591
977,1446,8500
1619,1274,13500
1100,1467,18269
169,218,13304
1926,1548,47596
940,762,24696
963,818,20285
1672,352,8618
1145,180,22227
1646,1812,35100
321,638,8071
1888,1842,2100
516,2273,13663
1448,1770,3114
145,1550,23638
246,550,8228
1013,1773,9408
1802,1673,34009
1164,1474,9300
1714,292,4987
342,2005,6842
1241,1399,4270
715,1935,6741
489,2330,4755
1234,873,11862
1490,1906,5908
1045,1453,13672
1329,307,400
161,1282,3871
1676,885,36430
1502,16,14097
1500,1870,7689
885,218,22183
700,1776,10266
1251,940,9231
856,1932,11580
20,905,5600
1131,650,5640
1631,772,3700
1738,486,46300
1888,960,12710
1888,1577,7936
145,576,1941
372,1271,629
422,2214,22669
1381,815,22000
234,1491,511
1046,96,41022
1917,2160,46093
173,1131,13110
1456,337,3100
911,629,2343
1674,1146,8110
1674,231,2070
1724,604,10707
297,129,800
1345,1456,12951
325,2030,465
325,1445,504
323,1420,44333
261,165,10533
2021,758,18347
1856,501,7400
1382,677,46099
1281,1743,1463
184,90,24160
1241,2319,1923
442,1650,19090
1449,199,1247
479,2112,10239
269,165,2141
730,1576,25000
884,1078,4292
658,235,3419
1511,1860,8555
1903,925,3225
502,1177,693
1071,2278,17287
507,948,23179
146,252,6001
893,1126,369
608,1610,1778
1802,1135,1700
1712,2121,23927
1708,410,35312
1989,514,8042
851,901,300
715,907,13100
1542,2006,1200
801,147,46600
684,7,6236
998,1104,9376
329,865,11587
1375,1169,19930
746,1597,23524
1585,1690,1000
901,1046,19600
743,1137,543
1658,1494,24400
520,1956,5400
129,995,15708
1340,1275,7605
1372,227,15300
42,1858,44221
666,596,800
1926,1117,13260
946,1015,9546
1057,1582,9010
1030,1383,17308
115,1135,20398
1699,2091,8608
1349,2156,4524
953,1196,11759
1132,734,46312
608,45,23116
1335,905,19100
1166,410,15300
36,1552,17478
374,169,2700
1386,2241,200
1527,1041,20281
973,795,5126
438,367,525
913,1084,8063
1672,1931,446
1025,358,9480
1125,628,983
384,1330,25317
1343,841,14631
498,38,310
1738,922,5000
520,1530,42512
255,1773,2036
1448,91,2200
146,2310,68
118,108,12043
1861,1209,1000
921,1613,20051
1430,1478,4407
988,443,15263
1834,2207,20612
791,1535,19826
1261,190,7200
1024,1665,6892
78,598,19413
1330,2196,20203
1131,1097,8024
1479,1801,24400
502,1717,881
950,2,14963
1738,99,11121
515,1500,20795
1448,1781,262
118,1445,3334
917,2175,6279
1713,1812,1600
587,1309,21500
1518,1692,12245
1281,1708,17000
198,2127,23993
196,497,2660
234,368,3141
428,1611,4397
2001,996,3900
724,95,20567
1962,2147,5900
1782,1917,22100
93,938,12600
650,1649,500
884,1793,10737
289,250,24009
357,337,148
1463,96,600
782,1686,5207
1304,1865,300
1357,916,20987
980,1045,5166
166,723,9200
165,1489,3000
1674,2115,14576
98,1881,13717
1511,1045,5880
1413,1223,1100
324,283,16206
42,2153,17700
1382,661,34000
1677,229,4500
940,998,18800
1022,608,5800
1349,398,13400
1751,1060,19355
1917,609,19700
1028,515,4100
17,1246,600
569,309,27000
405,814,19328
844,2064,600
1704,1738,32814
960,1919,35236
960,389,59000
1093,87,960
226,1395,1900
975,1382,10200
1829,964,16438
1110,983,4700
1900,269,23029
